,author,published_at,comment,like
184,@nikridz5766,2024-07-13T17:55:07Z,Bullshittt,2
185,@kiaora7436,2024-07-13T17:53:39Z,"On the track,  jidatmu😂",24
186,@sriekopranggono6664,2024-07-13T21:35:17Z,Juara menjilat kelas tinggi,2
187,@UripNugroho-wo2eo,2024-07-14T01:16:01Z,Udah dapat tulang tinggal jilat jilat 🤣🤣🤣,1
188,@dy3285,2024-07-14T03:00:37Z,🤣🤣🤣 panas ya..? 🤣🤣🤣,1
189,@ferryprakoso7596,2024-07-14T04:42:27Z,"Ingat prinsip si solo, sein kanan belok kiri😅😅😅😅",0
190,@RakaSumerta,2024-07-14T05:11:14Z,"Orang cantik dan manis kayak gini saja sdh pandai menjilat ...... duuh .. yg dijilat pasti deh klepek"" minta dijilatin terus asyiiiiiik .....",0
191,@TellyMawara,2024-07-13T17:52:56Z,"Bagi.....manusia penjilat ini..


Pasti on the track......
Orang orang ini..... oportunis....swjati....dan ini sudah terbukti waktu ahok dulu.....",0
192,@wahyudiantowidodo8274,2024-07-13T17:51:20Z,Cebokin terus lahh ... partai gurem kalo gag nyebok ke penguasa mana bisa eksis ...?,25
193,@faqih.rachmawan,2024-07-13T19:56:58Z,"😂 iya pak, bosan ya dengarnya",2
194,@Maung-bx6iy,2024-07-14T00:18:23Z,tepat,0
195,@bungamatahari2074,2024-07-14T02:33:48Z,Membahagiakan Mukidi,0
196,@dy3285,2024-07-14T03:03:00Z,🤣🤣🤣 kasihan..kepanasan..🤣🤣🤣,0
197,@RakaSumerta,2024-07-14T05:19:46Z,"Muda"" cantik begini sudah hilang urat malunya demi harta dan jabatan ...., kapan negeri ini bisa maju dan sejahtera adil dan makmur ..., pepatahnya terbalik jadinya ... mestinya bunyinya .. ber rakit"" ke hulu, ber renang"" ketepian ...., eeeh malah ber senang"" dahulu, ber sakit"" kemudian,  .... mana bisa 2045 jadi negeri Emas malah skan ujung""nya Cemas",0
198,@siparendean1111,2024-07-13T17:50:44Z,Kalau udah masuk politik rupaya  bisa akal sehat hilang karna kepentingan seperti si betino ini,19
199,@syaifullahpodcast7006,2024-07-14T01:04:46Z,yang di hatinya kebencian pasti tidak dapat melihat fakta,0
200,@febyfirmansyah,2024-07-14T12:50:13Z,"​@@syaifullahpodcast7006buzzer tu yang gak melihat fakta karna cinta buta 

Bukan pakek logika",1
201,@hasanbakery3343,2024-07-13T17:50:08Z,Percoyo,0
202,@andionesia,2024-07-13T17:49:35Z,"Track sayur ato track sampah kak?
Becandyaaa becandyaaa 😂😂😂",0
203,@ArifHidayat-zg1tl,2024-07-13T17:46:11Z,Miss kecubung,32
204,@gemalacahayapurnamashanty1443,2024-07-14T06:57:17Z,Kerja Kau!!,0
205,@ferryprakoso7596,2024-08-11T11:42:41Z,@@gemalacahayapurnamashanty1443 kau buzzerp kah,0
206,@abaSunar-xc1wj,2024-07-13T17:43:16Z,"sing ora percoyo "" gk ush di gubris ,buang ² wktu mubazir !!!!
iku psti gerombolane wong sing sakit hati !!!!😊😊😊😊😊
Nkri hrg mati !!!!!",0
207,@abaSunar-xc1wj,2024-07-13T17:40:10Z,"trima kasih mb,Gres  infonya ❤
biarla masih ada yg sll nyiyir soal IKN , gk ush di gubris buang ² wktu mubazir !!!! IKN jln terus !!!!❤❤❤❤❤",3
208,@BangoSamparan,2024-07-13T18:11:41Z,Dungu RT 58 keluar kolam nih 😂,2
209,@herry2813,2024-07-13T21:20:07Z,"Yg lalu saya simPATI pd grace ini, orgnya kritis, jujur, wawasan luas dll. Tapi ternyata orgnya gila jabatan, semoga sukses grace dgn sifat duniawimu",1
210,@developer4,2024-07-13T22:24:22Z,"Bukan nyinyir mas mbak, tapi kritis. Sadarlah anda menelan informasi propaganda begitu saja. Gak ada historisnya propaganda bernada negatif untuk pemerintah yang berkuasa. Masih banyak informasi di luar yang lebih netral daripada mengandalkan jubir yang memiliki kepentingan sendiri.",1
211,@RakaSumerta,2024-07-14T06:31:01Z,"Ini 1juta % coment orang PSI yg katanya partai gen z ....... , eh ..eh .. ternyata gen para penjilat dan para munaf ....., kaciaaan deh para anak muda gen nya dijual demi orang"" yg menikmati manisnya",0
212,@andririzal7079,2024-07-13T17:32:06Z,Ora percoyo,4
213,@yusdianata,2024-07-14T08:49:29Z,Anda percaya sama rokky gerung dan amin rais ya nehini deh pemikiranmu agak kurang kurang.,0
214,@paklike,2024-07-13T17:11:48Z,Sudah sangat memahami peran antara jurnalis dengan politikus.,3
215,@SKYOfficial888,2024-07-13T17:09:22Z,😂😂😂,1
216,@KEPRIINDONESIA.C0M,2024-07-13T17:01:43Z,Si Grace bacod doankk.. grace aja ogah stay di IKN..🤭🤭hahaha🤣🤣,0
217,@candrasusetyo6430,2024-07-13T16:59:53Z,"Targetnya bukan upacara 17 Agustus, targetnya kemanfaatan kesejahteraan rakyat",0
218,@TeguhGobras-ui7fi,2024-07-13T17:57:43Z,"Kesejahteraan nggedabrus, APBN di hambur2 bilang kesejahteraan, pret !",1
219,@SukirmanS-b7m,2024-08-04T12:20:36Z,"Air, Listrik, TELKOMSEL, Alat Transportasi, Dan Insturuktur Akses Jalanan. Itu paling Pital yg sangat diperlukan.",0
220,@azraazri3319,2024-07-31T06:43:25Z,Kesini krn teman leo candra renata,0
221,@andorohnzz2741,2024-07-28T07:39:24Z,"gk akan beres yakin, terlalu memaksakan",0
222,@Nov0788,2024-07-26T00:19:29Z,Kl cuma buat upacara 17 an doang mah lapangan dikampungan g jg bisa😂😂😂,0
223,@jongfajarkelana,2024-07-25T12:57:11Z,Asyiknya ya🎉,1
224,@zahiranox1332,2024-07-23T06:11:30Z,"ngejy momen banget,biasa aja nknp sih",0
225,@alfiansyah1809,2024-07-22T14:59:38Z,Katanya belum ada airnya tp hujan terus,0
226,@ainilu4145,2024-07-22T14:46:46Z,10hari lagi.. 😵😵😵,0
227,@4ngk86f4,2024-07-22T13:56:10Z,namanya ngebut pasti ada tabrakan,0
228,@rakai_pikatan99,2024-07-22T09:03:16Z,"Di Perbukitan Hijau  adalah Trand Wisata Baru  
Karena Udara nya bersih seperti Di Malaysia ada Genting highlands 
Di China ada Guilin ,Penghuang ,Zhangjiajie dllnya 
IKN adalah Pusat Pemerintahan juga Wisata baru di Kalimantan",2
229,@KetuaKGB,2024-07-22T06:51:02Z,KDRn sangat amat ingin IKN mangkrak ,1
230,@deninuryandain511,2024-07-22T06:34:33Z,"keren, tinggalkan istana jaman kolonial, buka lembaran baru IKN lanjutkan",2
231,@sitiwasilah8791,2024-07-22T06:24:12Z,Tempatnya di hutan,0
232,@IsnaeniAhmad-bb7to,2024-07-22T06:12:20Z,Mantap keren,0
233,@bayudityaa_,2024-07-22T06:03:28Z,Oiya kk belom pernah ngrasain sumber air BORR kalimantan kan kk 😅 di jamin giginya mantap,0
234,@edisun_id,2024-07-22T11:27:24Z,emng air sumur bor di Kalimantan kenapa bang?,0
235,@bayudityaa_,2024-07-22T12:31:05Z,@@edisun_id Seger banget pokoknya 😅,0
236,@edisun_id,2024-07-22T12:49:23Z,"@@bayudityaa_ air payau yah? Katanya ada yg ngomong, klo sumur bor nya air nya air payau",0
237,@bayudityaa_,2024-07-22T13:20:29Z,@@edisun_id Entah bos mungkin iya pengalaman ku air bor nya bening sih bening cuman sedikit berlendir entah kandungan apa di dalamnya,0
238,@edisun_id,2024-07-22T13:38:15Z,"@@bayudityaa_ bisa jadi, makanya pemerintah bikin sumber air bersih nya dr bendungan, bukan dari air tanah. Dr bendungan intake sepaku semoi, yg di proses lg.",0
239,@kabartikami,2024-07-22T06:00:42Z,"Sll ditunggu updatenya pasti karena banyak yang meragukan... 
deg degan ya yg membangun",1
240,@Susriyadi,2024-07-22T05:54:50Z,"Hayoooo, netizen yg dukung ikn dan yg gk dukung dipersilahkan komen disini....",0
241,@HarapanDelau-wg2rq,2024-08-02T05:40:20Z,"Ibokota Negara Nusantara.
( IKN) NUSANTARA",0
242,@FrischaPanjaitan,2024-07-30T11:35:17Z,",kren,cepat dan hasilnya memukau,,satu kata buat IKN,amazing",0
243,@seamanfujairah,2024-07-30T06:47:41Z,aq mau kerja di ikn dbagian lapangan tapi aq mencar  kerjanya supaya uang saku aku juga lama baru selesainya,0
244,@NbhakiemMalaysia,2024-07-30T01:11:38Z,Semoga Ambruk,0
245,@agungireng,2024-07-30T00:28:03Z,Maju dan sejahtera pulau kalimantan..,0
246,@Alvianksn4586-j6o,2024-07-29T11:57:32Z,"Kalau Masih ada Politik petinggi Negara yg Menyalahi perpindahan
Ibu Kota Nusantara Indonesia Emas and IKN Sentris, Buatkan undang-undang bagi Penghianatan
Untuk Mereka atau undang-undang baru bentuk PKI dan Bentuk Menyalahi Status Kewarganegaraan Indonesia atau bentuk Menyalahi Kebijakan Ambisi presiden RI Indonesia Emas ataupun IKN Indonesia Sentris❤🇮🇩💯%💪👍",0
247,@nbnfortunarent7890,2024-07-29T01:58:43Z,Bagus buat pemerataan pembangunan dan sebagai pusat pertumbuhan ekonomi yang baru,0
248,@denoputra6041,2024-07-29T01:32:38Z,"Mereka Para Pekerja adalah Pahlawan Pembangun Ibu Kota Negara Baru.
Ibu Kota Karya Anak Bangsa, 
Ibu Kota Bukan Hasil Warisan Penjajah.
Istana Negara Terbaik Dunia, Hasil Maha Karya Seni Terbaik.",1
249,@HariJumat-q4c,2024-07-29T00:07:18Z,"Ini merupakan harga diri dan reputasi jokowi,setelah itu ga peduli mau di terusin atau ngga",1
250,@rafiekaramadhanchannel9991,2024-07-29T00:02:18Z,ini baru tv ...menyebarkan berita2 positip dan nationalisme tinggi...untuk nkri...tll tv2 ikuti contoh tv inilah berita2 yang positive,1
251,@apa-aja123-v9c,2024-07-28T23:17:14Z,Anjir temanya berkabut:v,0
252,@mustofa-ol9th,2024-07-28T22:52:47Z,"Silakan para pejabat dan keluarga pindah ke IKN selamanya, jangan hanya waktu upacara saja.",2
253,@tuttyfruity3569,2024-07-28T22:38:29Z,Dah ga sabar liat upacara HUT RI ke 79 di IKN👍👍👍❤️❤️❤️,1
254,@XuiranliHermanxuiranliXuiranli,2024-07-28T22:37:07Z,"Bikin taman buah ya bernacam macam buah,taman bunga,kebun Raya hewan,taman candi,dufan ,kebun sawit,hutan lindung ya cukup lah 2 kali jakarta kan ibukota buat ASN, TNI, AU, polisi, BUMN,ma, MK, kejaksaan ya seluruh pegawai negara khusus pusat klau asn daerah tugasnya di daerah",0
255,@erwinsamsudin1596,2024-07-28T21:02:41Z,Kebelet mau berak !,0
256,@gasta88,2024-07-28T17:27:46Z,"Untuk teman2 TV one yg bertugas di IKN,,,selagi disana silahkan hirup udaranya sepuas dan sebebasnya...soalnya kalo balik ke Jakarta tau sendiri lah gimana aroma polusinya😂😂",6
257,@avatar-99,2024-07-28T16:47:46Z,"Yg nyinyir kaum ba alawi, pki, imam mahdi",0
258,@RaniJuliani-x2l,2024-07-28T16:35:56Z,"Luar biasa kalimantan... Dahulu tak pernah tersentuh pembangunan,.. 
Sehat selalu presidenku",5
259,@anaklaut8384,2024-07-28T23:00:05Z,"Kasian Warga Borneo, Kehadiran IKN membuat Mereka TRUSIR dari Tanah Kelahiran Nya.

Mereka Gak bleh Tinggal di IKN krn DI ANGGAP Mahluk yg Merusak Swasana Resort Para PUNGGAWA yg hrs di Halaw dg Cara ap dan bagaimana pun😢😢😢",3
260,@masr1277,2024-07-29T05:36:58Z,@@anaklaut8384 masih sakit hati bang?😆😆,0
261,@real_n_real,2024-07-29T22:32:53Z,​@@anaklaut8384woy kamu pikir jakarta juga tidak merusak suku betawi. Bahkan jakarta aslinya adalah base kompeni atau belanda. Bahkan istana presiden itu di bangun orang belanda. Paham salahnya IKN dimna. Kamu tau daerah kalimantan berkembang. Masyarakat bisa lebih punya plan untuk usaha,0
262,@real_n_real,2024-07-29T22:34:16Z,​@@anaklaut8384dulu hina kalimantan cuma hutan. Karena terkenalnya cuma orang utannya. Sekarang di bangun di nyinyir lagi merusak hutan merusak warga kalimantan. Isi kepala sampah,0
263,@anaklaut8384,2024-07-29T23:12:02Z,"@@real_n_real Bodoh, qm tw gak klo lndnsia INI juga Produk / Jajahan Belanda ?..

Ap kah Sebelum COMPENI dtg, lndnsia itu tlh ad dan oleh krn itu hrs di pindah kan atw Hapus kan sj krn Bangsa Jawa itu hanya Perpanjangan tangan (Peralihan) dari Belanda ?..

LALU Bagaimana Cara nya warga Setempat bisa ikut berkembang sdg MEREKA yg Tanah dn Kediaman nya tlh Duluan ad dlm kawasan IKN di HALAW bagai kan Biawak yg Masuk ke dlm Resort Punggawa, persis yg tlh di Lakukan VOC agar Kaum Pribumi tdk bercampur dlm Komunitas Penjajah..",0
264,@nyomandhasi5352,2024-07-28T16:30:11Z,"Hutang warisan peninggalannnya sby 7000 triliun, tp hambalang jg mangkrak,",6
265,@anaklaut8384,2024-07-28T23:07:15Z,"7000 Pala Lu,,

Hutang peninggalan Sukarno hingga SBY 2600 Trilyun Plus BUMN² Montok yg Skrg di tangan Peng-Peng MEROKET jadi 12700 Trilyun plus BUMN² Sekarat yg di LILIT Utang hingga 4000 Trilyun..",2
266,@semarawima9354,2024-07-30T01:45:54Z,"Hutang pasti selalu ada, tapi pembangunan saat ini itu NYATA. Itu saja kesimpulanya. Josssss",1
267,@anaklaut8384,2024-07-30T01:57:04Z,"@@semarawima9354 Dengan pengerukan SDA secara BESAR²an msh sj Membangun dg hasil UTANG..

Pdhl dg hasil Pembangunan yg di warisi OrBa & SBY plus Kerukan ALAM Indnsia Udh bisa Membangun lbh dari ap yg ad Skrg..

LAGIAN Klo ngebangun dg Duit hasil Utangan, Jan Etes pun Bissa Bangun 10 IKN New..

NGUTANG MULU tapi NGEBAYAR GAK PERNAH",0
268,@nyomandhasi5352,2024-07-28T16:27:30Z,Knp msh ada sj org2 tdk berssyukur ya negara mana yg tdk berhutang indonesia berhutang Cm 35% Dr 60% Batas maximalnya,7
269,@susiadmo8043,2024-07-28T20:29:05Z,"HILIRISASI YG JELAS UDAH TERBUKTI AJA DITOLAK OLEH ANTEK2 ASING SEPERTI JK, FAISAL BASRI DLL  !!! 😝",0
270,@anaklaut8384,2024-07-28T23:12:00Z,Jgn BILANG Cutang CUMA Sekian pdhl UDAH Gak Sanggup Ngebayar lagi meski Udah Mecekik Rakyat dg Mengganda kan Pajak hingga Memaksa Kan bermacam Pungutan Seprti TAPERA & BERAGAM ASURANSI,1
271,@nyomandhasi5352,2024-07-28T16:23:34Z,Hanya  jokowi yg bs,5
272,@ricksyam31,2024-07-29T00:03:45Z,Bisa pa nih...🤔,0
273,@nyomandhasi5352,2024-07-28T16:22:37Z,IKN  bukan Hambalang,4
274,@nyomandhasi5352,2024-07-28T16:20:42Z,PKI ttp nyinyir,3
275,@PangsitGorengEnak,2024-07-28T16:20:17Z,nanti berkantor di alam kubur baru tau rasa jokowi2,0
276,@arickyfitrio6468,2024-07-28T16:48:32Z,Hati2 doa jelek balik ke diri lu sndri 😊,2
277,@avatar-99,2024-07-28T16:54:18Z,Itu doa untuk diri kamu sendiri,2
278,@redenpelope1986,2024-07-28T22:08:23Z,Kamu aja yg duluan ke alam kubur.....karna kamu tidak berguna.....kami kalimantan masih memerlukan pembagunan,1
279,@redenpelope1986,2024-07-28T22:08:35Z,​@@avatar-99aamiin,1
280,@andihanifa8281,2024-07-28T16:01:19Z,Insha allah jokowi meninggalkan beban hutang krn bangun IKN dan akan mangkrak . Saat mangkrak nanti jogetin aja camsul ansk haram MK,0
281,@buahkelapaliar8829,2024-07-28T16:07:12Z,Perpres-nya di tangan prabowo. Jokowi gak berani ngesahin perpres-nya karena bisa dia yang kena kalau ada audit.,1
282,@arickyfitrio6468,2024-07-28T16:49:00Z,Kata CURUT ABAH 😅😅😅😅,1
283,@avatar-99,2024-07-28T16:55:23Z,Mental jongos,0
284,@redenpelope1986,2024-07-28T22:09:57Z,Hei orang dunggu ikn dibagun tidak pakai utang.....ikn dibangun dengan uang orang kaltim sendiri,1
285,@redenpelope1986,2024-07-28T22:11:51Z,​@@buahkelapaliar8829audit apa jokowi tidak pegang duit yg punya duit kementrian pupr dan pemetintah kaltim sendiri.....,1
286,@haryono8723,2024-07-28T15:51:22Z,"ini yg komen nyinyir pd knpa sih, diajak maju kok malah pd gak suka, otak taro di kepala makanya jgn di dengkul., kacau bgtt dah..",5
287,@buahkelapaliar8829,2024-07-28T16:05:21Z,Bukan gak mau di ajak maju. Tuh realita utang bengkak dan pemerintah susah bayar gara-gara proyek mercusuar kek gini. Alamat banyak subsidi akan di cabut + pajak di naikin biar bisa bayar utang. Atau jual aset negara lagi paling banter.,2
288,@bayulangit5876,2024-07-28T16:16:53Z,"@@buahkelapaliar8829 
Mental subsidi mah payah..",4
289,@mugirahayurochayati7124,2024-07-28T16:32:50Z,​@@buahkelapaliar8829semua ada pertanggungjawabannya.,2
290,@ok-wi3sm,2024-07-28T17:04:03Z,"​@@buahkelapaliar8829gaya lu so ngajarin pmrintah,mrka lbih tau drun",2
291,@redenpelope1986,2024-07-28T21:54:51Z,Biarin aja sobat ......orang gila,1
292,@BangkitR2384VS,2024-07-28T15:50:56Z,Informasi dari pembenci jokowi katanya ikn mangkrak..ehh gak tau nya malah ngebuttt😂😅,7
293,@brawijaya9812,2024-07-28T15:46:51Z,"Semoga jokowi betah di ikn dan tidak usah pulang2, agar negeri ku aman",4
294,@ahmadfirdaus4950,2024-07-28T16:29:10Z,"Ya orang baik akan pindah ke ikn, sisanya koruptor akan menetap di jawa",3
295,@arickyfitrio6468,2024-07-28T16:47:08Z,Orang kek lu mana punya negri.. berjuang aja kagak 😅,2
296,@avatar-99,2024-07-28T16:52:43Z,Yg bikin rusuh negri ini kaum baalawi yg selalu menyerang pemerintah yg sah  .... Mana nih bahar dedemit,2
297,@brawijaya9812,2024-07-29T07:43:34Z,"@@arickyfitrio6468 sumatera negeri, jawa bukan",0
298,@arickyfitrio6468,2024-07-29T08:40:45Z,@@brawijaya9812 empty head 😀,0
299,@IsZaharudin,2024-07-28T15:45:31Z,IBU KOTA HANTU MASA DEPAN COCOK SEEEKAALIII 🤣,3
300,@efraimsireger3661,2024-07-28T15:56:58Z,Kadrun sdm rendah mental miskin 😂😂,0
301,@arickyfitrio6468,2024-07-28T16:47:31Z,Kata curut abah 😅😅😅😅,1
302,@avatar-99,2024-07-28T16:51:13Z,Kamu jongos baalawi ya 😂,1
303,@redenpelope1986,2024-07-28T22:07:03Z,Orang gila ngamuk 😅😅😅😅😅😅😅,1
304,@IsZaharudin,2024-07-29T01:43:43Z,YA BENER KOTA HANTU MASA DEPAN MAKIN KEREN URAAAAA 🤣,0
305,@brawijaya9812,2024-07-28T15:44:40Z,Siap2 apbn nol,2
306,@andikyana8233,2024-07-28T15:52:42Z,Siapa sih kamu kok ngurusin APBN segala 😂😂😂😂😂.,0
307,@mugirahayurochayati7124,2024-07-28T16:34:46Z,"Siap aja pajak naik, pajak apa... semua yang bisa dipajaki, usahamu, kendaraanmu diasuransikan dst.",1
308,@avatar-99,2024-07-28T16:50:33Z,"​@@mugirahayurochayati7124asuransi ya panjenengan yg merasakan manfaatnya, pd saat panjenengan metong karena kecelakaan lalin, paling tidak keluarga yg ditinggalkan tidak nelongso",1
309,@mugirahayurochayati7124,2024-07-28T16:55:34Z,@@avatar-99 betul-betul selama uang ada tarik terus.,1
310,@redenpelope1986,2024-07-28T21:57:05Z,😅😅😅😅😅😅😅😅😅 orang gila komen .....,1
311,@erryagrimansyah3827,2024-07-28T15:44:30Z,"ngaco ah presenternya,,,
""Pembangunan Ibu Kota Negara IKN di Kalimantan Timur,,"" rancu dan.membingungkan😂",0
312,@mugirahayurochayati7124,2024-07-28T16:41:12Z,"Provinsinya memang Kalimantan Timur, bukan Kalteng, atau kaltara, apalagi Kalsel.",0
313,@erryagrimansyah3827,2024-07-28T16:58:08Z,"@@mugirahayurochayati7124 luas IKN tu.4X luas Jakarta,, nah mengapa.tdk.dibentuk seperti Provinsi DKI Jakarta (wkt itu)

Hostnya sepertinya tdk.paham.singkatan IKN tu apa",0
314,@mugirahayurochayati7124,2024-07-28T17:02:41Z,"@@erryagrimansyah3827 bisa jadi nanti berubah namanya, kaltara baru juga ada, dulu bagian Kalimantan Timur.
Sementara ini saat peresmian jembatan masih menyebutnya Panajam, Paser Utara , Kalimantan Timur.",1
315,@erryagrimansyah3827,2024-07-28T17:09:06Z,"@@mugirahayurochayati7124 ada :
Kalbar
Kalsel
Kalteng
Kaltim
Kaltara (nah ini beda sendiri singkatannya)",0
316,@mugirahayurochayati7124,2024-07-28T17:30:24Z,@@erryagrimansyah3827 Kalimantan Utara perbatasan dengan Malaysia,1
317,@DinSaptara,2024-07-28T15:24:38Z,"Kerja 24 jam. 4 regu
Jakarta udah sumpek.sempit
Macet.polusi.
Biar penduduk gak ngumpul di pulau Jawa aja❤",12
318,@brawijaya9812,2024-07-28T15:45:11Z,Sumatera misah dari jawa,1
319,@anaklaut8384,2024-07-28T22:46:31Z,"PREEEEET, ALASAN PEMBENARAN YG MEMALUKAN..

NYATA NYA Lebih DARI SEPAROH PSN di Curah kan KE TANAH JAWA..

Plus industri² Seperti SMELTER Freeport pun di ANGKUT ke Jawa, pdhl LAHAN utk Mendiri kan Smelter tsb MASIH tersedia di IRIAN JAYA..",1
320,@anaklaut8384,2024-07-28T22:53:02Z,"​@@brawijaya9812Bkn Cuma Sumatra 👍👍👍tapi Semua Wilayah di Nusantara Udh Muak tros di JAJAH Bangsa Jawa..

Yg nama nya Bangsa lndnsia itu gak ada dan hanya Cerita Dongeng / ilusi sj.

Bukti nya Gak ad Satu Rasa dlm Menikmati hasil Pembangunan di TIAP Wilayah di Nusontoro INI.",1
321,@dewantoro9594,2024-07-29T02:10:18Z,Belum lagi tanah kite jakarte semakin turun.tenggelamlah kite😢,0
322,@masr1277,2024-07-29T05:38:04Z,@@anaklaut8384 banyak bacot,0
323,@charleston7970,2024-07-28T15:16:53Z,Justru kota jakarta lah kota koruptotlr dan sarang penjahat.,10
324,@mustofa-ol9th,2024-07-28T22:47:18Z,Sebentar lagi koruptornya pindah ke IKN,2
325,@anaklaut8384,2024-07-28T23:02:49Z,Skrg Mereka UDAH Punya RESORT New yg Bebas dari Protes & Demontrasi oleh Rakyat,1
326,@charleston7970,2024-07-29T02:04:47Z,"@@mustofa-ol9th Sarang penjahatnya tetap ada di jkt, k p i dan pendukung abah itu semua penjahat.",1
327,@AzhariSp,2024-07-28T15:14:56Z,IKN hanya utk upacara. Selesai upacara balik lagi ke Jakarta. Emang pejabat betah di sana.???.....jujuuur !!!!!?????,1
328,@tokohafi762,2024-07-28T15:38:00Z,DIJAMIN ANAK CUCU JOKOWI SANGAT BETAH TINGGAL DI IKN.. KALAU YG LAIN BELUM TENTU MAU TINGGAL DI IKN 😂😂😂,1
329,@brawijaya9812,2024-07-28T15:45:56Z,Ampun bangggg,1
330,@andikyana8233,2024-07-28T15:58:15Z,Seperti kereta cepat kemarin sebelum merasa nyiyirnya tanpa solusi sana sini. Kalu dah merasa kok   enak sudah pad diem. Seperti ikn ini juga pasti sama kejadianya😂😂😂😂😂😂😂,2
331,@brawijaya9812,2024-07-28T16:15:33Z,"@@andikyana8233 siapa yg diem, kereta cepat rugi tidak bisa bayar hutang, bapak mu yg mau bayar, dasar penjilat dan pengkhianat",0
332,@mugirahayurochayati7124,2024-07-28T16:38:29Z,​@@andikyana8233berapa harga tiket kereta cepat..,0
333,@laurafleisbein2833,2024-07-28T15:10:47Z,Kadrun kalo sakit hati nangis aja di pojokan gak ada yang peduli🤣🤣🤣,8
334,@JackMania-we5zx,2024-07-28T15:34:23Z,Gaje loe tol,0
335,@fisabillilah3276,2024-07-28T15:00:32Z,Ibu kota koruptor nepotisme,4
336,@bayulangit5876,2024-07-28T15:19:48Z,Kadrun stress gak bakal Bisa Demo di IKN. Mau demo tengelamkan..  😂😂😂,6
337,@andikyana8233,2024-07-28T15:53:34Z,IKN gak butuh kamu 😂😂😂😂😂,2
