comment,author,publishedAt,likeCount
Semoga program makan bergizi gratis ini berlangsung selama lima tahun 😊❤,@BundaVia-o9n,2024-10-20T12:32:39Z,4
dah lulus ahhh gak jadi makan geratia,@Sultonalgi,2024-10-20T09:55:20Z,0
"Program makan bergizi gratis, tujuannya anak yang cerdas,sebenarnya anak yang cerdas,tergantung kedua orang tuannya,contoh orang dulu makan daun singkong dan ubi,malahan jadi sarjana juga kompout nilai kuliahnya,apakah benar makan  bergizi gratis, kalau anak bangsa tidak ada pengangguran, itulah ciptakan lapangan kerja,dari pada makan bergizi gratis,bkelaunlapangan kerja tercipta tidak perlu makan bergizi gratis, kalau lapangan  kerja tercipta tidak perlu makan gratis,dari negara, gizi datang sendiri,jangan menghambur hamburkan uang untuk segelintir orang.ciptakanlah lapangan pekerjaan baru,untuk kehidupan masarakat yang layak.",@tamrintamrin2655,2024-10-18T02:44:20Z,1
Terus berkarya merawat bangsa,@tenaalamsyah4999,2024-10-14T06:59:13Z,0
"Yg sngt perlu mkn gratis , sekolah yg ad di desa desa , d daerah pdlaman , klu ank2 di kota uang jajannya besar & biasa mkn yg enak enak .... 😅 .",@srisurati1355,2024-10-13T05:04:28Z,1
Kau pikir yg tinggal dikota orang kaya semua,@SyarifahAini-b8o,2024-11-08T02:48:49Z,1
"Anak2 Makan makanan bergizi atau tidak tergantung ekonomi keluarganya,jadi yg diperbaiki adalah perekonomian/penghasilan keluarganya.",@sutonomedana3391,2024-10-13T05:01:45Z,0
apakah ini awal dari konsep universal basic income. semoga saja agar kita bisa menghadapi para robot dan ai,@alfi-il7be,2024-10-11T13:57:42Z,0
investasi otak..Dengan asupan gizi sejak di kandungan amat sangat berati untuk otak dan fisik tumbuh maksimal..otak nya cerdas gak gampang di bodohi..fisik nya sehat kuat yg jadi pemain bola nendang nya lurus akurat larinya kenceng postur tubuh gak kuntingan..😅😅,@jrkarta5430,2024-10-09T11:54:23Z,8
"Saya usul agar pelaksanaan makan gratis bergizi diserahkan pada wali murid dasarnya selera bisa disesuaikan, tidak dikorupsi,resiko keracunan,kecil,resiko kegaduhan kecil,pemerataan penghasilan rakyat.",@BrokerMile,2024-10-08T04:53:54Z,0
Tujuannya buat dongkrak UMKM bro,@ArisTajri,2024-10-30T10:11:05Z,1
"Semoga PMB PraGib  bukan hanya sebatas pemenuhan kewajiban melaksanakan ""janji"" politik-kampanye tetapi diharapkan dilaksanakan dengan tulus dan kerelaan politik dengan visi-misi yang fokus kepada pembangunan sdm yang kuat dan maju untuk Indonesia Maju dan Kuat",@yul8776,2024-10-01T05:52:19Z,0
Koruptor melirik peluang,@urbanuspagan2273,2024-09-28T03:25:27Z,0
Mudah2 2 thn yg akan datang kwalitas nya sesuai dengan yg sekarang amiin,@satriapiningit9047,2024-09-17T11:38:53Z,0
Lanjutkan gzi gratis untuk anak,@mulyanamendol3088,2024-09-08T14:08:12Z,0
Hentikan program ini pak... lebih baik Kasih pancingnya Jangan ikannya,@atmodjowidjaja4656,2024-09-08T07:29:36Z,0
Yes menuju Indonesia mukbang,@DevElite-scripting-zone,2024-08-24T21:45:29Z,0
"Mendingan dana untuk makan gratis d ahlikan menjadi dana gaji buat guru PPPK di daerah pelosok.saat ini gaji guru PPPK d pelosok pesisir selatan p.jawa dengan gaji kecil,biaya hidup daerah pelosok sangat besar soalnya harga barang sangat mahal tapi gaji guru PPPK d pelosok gajinya sangat kecil,untuk biaya hidup para guru pppk di pelosok sangat besar.biar guru PPPK d daerah pelosok jadi makmur sejahtera selamanya tidak ada kekurangannya.biaya hidup d daerah pelosok serba mahal",@Gembel-n6x,2024-08-24T06:24:05Z,0
"Anak anak jalanan, mungkin yang paling pas adalah program  bebas biaya sekolah dan bantuan fasilitas  dasar atau kelengkapan sekolah., juga dapat makanan bergisi secara gratis.",@ketoetastawa3509,2024-08-22T13:13:33Z,0
"Gimana dengan anak anak jalanan, program apa yang bisa diberikan??",@ketoetastawa3509,2024-08-22T13:11:02Z,0
"Semoga efektif  dalam meningkatkan  kwalitas  anak peserta didik,   dan membantu  para pengusaha UMKM sektor makanan dan minuman bisa ber kembang dalam berkontribusi menyehatkan kondisi anak anak peserta didik.",@ketoetastawa3509,2024-08-22T13:10:24Z,0
"Paling bagus Dan benar , sekolah harus gratis tanpa syarat bagi anak seluruh Indonesia , akan bermanfa at mencerdaskan Bangsa , baru tambahan  makanan Dan susu , seminggu 1. Kali ,  atau 2 kali bila Dana nya cukup .",@eddysonkaca7397,2024-08-22T07:59:41Z,1
Trimasih pk prabowo😢😢,@wahyudinasmr7662,2024-08-22T02:14:06Z,0
"Disamping implementasi, fungsi pengawasan akan sulit dilakukan",@ndi234,2024-08-21T10:44:16Z,0
"Saya settuju  progran makan gratis gagsan pak prabowo untuk  anak sekolah seluruh indonesia   sangat membantu orang tua yang tak mampu dan makan gratis bisa anak sekolah sehat dan cerdas, pintar...",@elfina125,2024-08-21T05:33:12Z,0
"Untuk Rp7.500 buat anak"" sekolah itupun hrus nunggu tahun depan😅",@Greyzore,2024-08-21T05:18:25Z,0
Betul ank pinter cerdas,@RinaCantik-h7w,2024-08-21T03:17:44Z,0
"Alhamdulilah ini sangat membantu bagi anak sekolah yg orang tuanya kurang mampu, bagi yg tidak s7 tidak usah nyinyir😊",@juwariwibisono3570,2024-08-21T02:15:59Z,4
Di negara kita ada pasukan nyinyir bos..pastilah pada nyinyir kalo gak nyinyir tapi pas kebagiam mereka girangnya no satu bos hahaha,@ukirahmat1331,2024-11-13T08:49:10Z,0
TDK usah di adakan mkn gratis mkn gratis paling mahal15rb . Lebih baik dan membatu rakyat bisa mkn pagi sore. Sembako di marahin udah itu aja rakyat minta sembako ekonomi normal. Pjk pjk TDK naik . Pasti sehat semua ❤🎉,@SarmiliMili-x5v,2024-08-21T02:01:07Z,0
"Fakta unik...








Makan siang gratis diperuntukan untuk seluruh siswa tanpa terkecuali. Artinya siswa dari keluarga sangat mampu JUGA ikut merasakannya... Jika dikalkulasi terpisah antara si miskin dan si kaya .... Total dana yang mencakup porsi makan si kaya SUDAH LEBIH DARI CUKUP untuk membuat ratusan lapangan pekerjaan. Kalau pemerintah berencana menargetkan hanya si miskinlah yang berhak menerima, tentu bisa menyebabkan polemik.... Tapi abaikan dulu polemiknya, ini menyangkut dana makan siang itu..... Itu uang sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat banyak. 😮😳",@jameshowly08,2024-08-21T02:00:02Z,0
"Jaman akir bener cerita para kiyai bahwa tidak kerja dapat makan gratis , korupsi kenyang  pulang bawa uang assikkkk , gemoy kriditnya lancar sekarang , makan lancar , 🥱🥱🥱 .",@WakyjoMacho,2024-08-21T01:57:51Z,0
"Sampai kesemua org gk, jgn hanya dikota saja. Atw jgn dijadikan lahan korupsi",@KanSewot,2024-08-21T01:30:25Z,0
Saya yakin dan percaya kalau program ini bakal jadi ladang uang baru bagi oknum serakah di negeri ini.siap siap KPK.,@SriWahyuni-wm6yp,2024-08-21T00:22:49Z,0
Mari kita tunggu😮😮😮,@manaornapitupulu1738,2024-08-21T00:18:51Z,0
"Jika yg memasok makanan gratis itu orang dr lembaga pemerintah sama aja boong soalnya,pedagang makanan ga kebagian rezeki kalo gitu",@SriWahyuni-wm6yp,2024-08-21T00:17:35Z,0
Tapi jika pelaku usaha kantin sekolah tidak di libatkan sama aja merampas hak mereka utk mendapat tambahan penghasilan.,@SriWahyuni-wm6yp,2024-08-21T00:15:35Z,0
"SY AKAN DUKUNG ANDA PAK JIKA MAKAN GRATISSS DI GANTI DENGAN PENDIDIKAN TERUTAMA KESEJAHTERAAN GURU, DAN TAMBAH RISET BAGI UNIV AGAR PENGEMBANG DI BIDANG TEKNOLOGI BISA SEMAKIN MAJU SEPERTI CHINA",@shadows-mq1mo,2024-08-21T00:07:19Z,0
"Panggaj percumah,rata rata iq indonesia rendah dari negara lain,yang bener harus gini makan siang gratis,tapi kalo makan siang gratisnya cuman tahu, kacang panjang sama aja makan dirumah juga sering dimasakin itu ,jadi ya dulu yang coblos banyak yang ikut ikutan doang gamikir kedepanya ,dahlah bodo",@mochamadyogawahyudi7265,2024-10-01T16:07:55Z,0
kenapa makan siang gratis untuk mengantisipasi kalau di masa depan guru2 bakal di ganti robot😂😂😂.  nah kalau semua pekerjaan di ganti robot manusia punya uang dri mana?? makanya mulai sekarang di bagi makan gratis nnti mungkin seluruh umat manusia harus di kasih makan gratis😅😅😅 dan china aja udah mulai diganti pekerja manusia sama robot wkwkwk . makanya liat tuh kedepan jangan liat di dalam aja dunia sudah berubah.,@alfi-il7be,2024-10-13T01:32:53Z,0
"Alhamdulillah, semoga berjalan dengan lancar..Trimakasih Pa Prabowo 🙏🙏👍👍",@Sugatra,2024-08-21T00:06:35Z,4
Alhamdulillah ya Allah,@AlaanWalker-e2y,2024-08-20T23:48:43Z,0
Tempe tahu,@bobbykari9738,2024-08-20T23:23:18Z,0
"Rawan dikorupsi, harusnya pakai cara Gus Dur dengan menaikkan gaji karyawan, Buruh .... dan  biarkan mereka yg mengatur sendiri penggunaan untuk mencukupi gizi keluarga ...🤔🤔🤔",@mbahmo7199,2024-08-20T22:41:01Z,3
sayangnya nanti nggak bakal ada buruh manusia hanya ada buruh robot. makanya nnti manusia tinggal minta saja makan ke pemerintah😅😅😅,@alfi-il7be,2024-10-11T13:56:47Z,0
@@alfi-il7be dan manusia akan punah digantikan Robot AI 😅🤣😂,@mbahmo7199,2024-10-11T22:11:43Z,1
KAMI RAKYAT INDONESIA BISA CARI MAKAN SENDIRI PAK MENGHIDUPI KELUARGA KAMI GK USAH MULUK2 DARI PADA PROGAM MAKAN2 SEPERTI INI YG MENGURAS DANA PENERINTAH DAN PENYALURANYA JG BAKAL TIDAK MERATA !! TURUNKAN HARGA BBM LEBIH BIJAK SANA DARIPADA MAKAN GRATIS YG BAKAL MELAMBUNGKAN LAGI HARGA2 BAHAN POKOK !!! LIHAT SAJA JIKA PROGAM INI BERJALAN PASTI SEMUA BAHAN PANGAN BAKAL MAHAL !!!,@Mattanjar356,2024-08-20T22:38:04Z,0
Yg sekolah2 kota elit gak usah pk...,@Amalia-h7l,2024-08-20T22:30:31Z,0
semoga benar2 terlaksana dengan baik.,@statusbiak3281,2024-08-20T21:50:58Z,0
Apakah makan siang gratis ini selama Prabowo memimpin dan apakah di warung warung dan di kafe kafe makanya gratis,@Adir-o5t,2024-08-20T19:52:58Z,0
Kalau d warung atau d cafe gratis bisa KK .. pulang y cuci piring,@Queenza506,2024-12-06T07:15:58Z,0
"Wiiih di hari ulang tahun gwe loh😅
Mantap jiwaaaaa semoga bermanfaat untuk anak"" bangsa Indonesia ❤❤❤",@handisaputrabuana1238,2024-08-20T19:11:52Z,0
Asyik.. dpt kopi jga gak nih. mantappp nih,@Uki1913-bc8gm,2024-08-20T18:24:55Z,0
Proyek baru YANG HARUS DI KORUPSI ...,@ArkhaAzalea,2024-08-20T17:54:02Z,0
"Entah apa yg di otak rakyat Indonesia malah pilih program maka gratis🤣
Di kasih pendidikan universitas gratis malah di tolak😂",@andyrzx8300,2024-08-20T17:44:38Z,0
Semoga kegiatan mkn gratis sekolah negri maupun sewasta,@ParyonoParyono-cg7iy,2024-08-20T17:27:55Z,0
"Alhamdulillah  hirobil alamin
 Walaikum salam
Amin",@M.KemisAfpriyanto-qr1oi,2024-08-20T16:54:28Z,0
Hidup nasi 🌽 enak dan mantab,@MohammadAthoillahdzulqarnain,2024-08-20T16:31:07Z,0
"Besok tahun 2025, Jangan lupa pak presiden, kemetrian ditambah lagi, nama nya.... Kementerian Makan Gratis. 😂",@AzlanChanel812,2024-08-20T16:18:34Z,0
"program makan gratis memang bagus,,tpi org tuanya nyari duit susah mayoritas ojol dan Buruh 😂😂",@fungkyjungkie9632,2024-08-20T15:44:04Z,0
Aku setuju dengan gagasan pak prabowo yg memprogramkan makan gratis untuk srmua srkolah ? Biar anak 2 sekolah jd cerdas pandai sehat bergizi ? Trima kasih pak prabowo srmoga gratis terus sampe anak 2 srkolah cerdas srmua sehat 🤲,@bismillah9345,2024-08-20T15:43:18Z,10
Betul karena gak semua anak uang saku nya cukup,@AminA-ht1po,2024-08-21T01:29:45Z,1
"Sri ini kebanyak ngomong..kenapa gak dari kemaren""mengambil kebijakkan makan gratis  udah 10 thn di angkat mentri Pak jokowi hany kowar teng gajih ASN Naik uang makan ASN padahal di daerah sampai sekarang ASN gareng cuma naik 5 thn sekali pasmau pemilu 5%..yg kemaren 8% persen 5 taun sekali..sedangkan Menaikan BBM sembako bahan rumah tangga setiap kita bangun tidur tiba"", ada kenaik kan harga BBM Sembako dan lain"" yg paling ngeri harga beras minyak goreng gula coba bayangin Naik kan harga setiap saat NAik gajih PNS 5 taun sekali..Sampai PNS pada di bulli rakyat di kira in ASN itu yg merugikan Rakyat gajig pokok PNS itu 6000,000 itu langka hanya yg golonganya 4c 4d iya warga indonesia..jangalah kalian menghakimi PNS""   lebih""yg di daerah mereka hidupnya pas""an...yg gajih nya puluan sampai ratusan juta itu mentri dan DPR yg kena sasaran makian  dari rakyat PNS..nek PNS  pusat mungkin ikut menikmati karena macem tunjangan nya tp kalau di Daerah PNS garing para PNS hanya memperbesar hutang di bang di koprasi untuk mengatasi biyaya hidup dan anak sekolah..semoga  Pak Prabowo tdk mengeewakan guru dan PNS..juga semua rakyat..perluas lapangan pekerjaan..Pak jokowi itu Pilihan anya semua PNSpolri dan tentara..tak tak pernah memikirkan nasib mereka yg di daerah..tp tetep doa terbaik buat pak jokwi dan keluarga..semoga panjang umur sehat..dan trimakasih sudah daji pemimpin bangsa ini..",@AminA-ht1po,2024-08-21T01:41:45Z,0
Ituh gimana bro ada yg mau maju calon mas kaesang,@Kenzo-et1ok,2024-08-24T14:46:48Z,0
Makan gratis tapi sekolah bayar...wkwkw..bijimana...wkwkw,@samcell665,2024-08-20T15:30:28Z,1
"Di desa2 akan terbuka lapangan kerja yg sangat banyak, saya juga lagi cari2 tenaga kerja sudah mulai seminggu yang lalu,,, klu benar2 berjalan maka akan menciptakan lapangan kerja sampai jutaan orang di seluruh Indonesia",@BalbalnananBalbalnanan,2024-08-20T15:26:26Z,0
"Sangat membantu bgi orang yang gk mampu. Lagunya 
Makanan tambahanku hasil di desaku gk perlu jajan di tabung saja rajin belajar pasti naik kelas. Klahiran 90 pasti paham",@saipulanjar8144,2024-08-20T15:26:22Z,0
Sekolah di daerah terpencil bisa dapet juga gak? Jgn2 dananya gak nyampe2,@y.a.p529,2024-08-20T15:23:46Z,0
Mantap pokoknya,@RadenStarjava,2024-08-20T15:23:25Z,0
"Makan gratis menu sehat dan bergizi buat anak"" Di sekolah sangat bagus. 
Trmksh buat program yg dicanagkan oleh pemerintah.",@my-cf4ss,2024-08-20T15:23:06Z,23
di tunda tunda hasilnya gak jadi atau gagal,@kopongsatu,2024-10-15T10:08:05Z,0
@@kopongsatu moga aja jadi kalo g jadi ya serbuuuuu,@HYPERX-0-1,2024-10-20T09:21:10Z,1
Iya tapi kpn  di tmpt kami tuh blm ada apa bisa berjln lancar,@PakSupriyadi-w6v,2024-10-31T17:59:22Z,0
Sangat bagus buat ladang korupsi ya kan?😂😂,@M.D_DRAGON148,2024-11-01T05:40:48Z,0
Kami gak butuh makan gratis pak aku ya perlu di masa jabatan mu ini perluasan kan lapangan pekerjaan ya kamu pengangguran,@RonaldoSirait-ft4uf,2024-11-22T06:31:11Z,0
Untuk sekolah yg daerah terpencil mohon maap ya....😀 kotabesardulu,@herrypr8675,2024-08-20T15:22:55Z,0
Makan fratis asal jg dr uang pajak rakyat? Jd tlng bung prabowo prioritaskan usia 60 keatas diberikan makan gratis dan uang 15 untuk makan malamnya dikarenakan usia 60 thn tsb sdh tdk bisa bekerja lg,@RachmatWahyudi-c2b,2024-08-20T15:17:44Z,0
Masih berkutat urusan perut 😂,@nfkart9983,2024-08-20T15:08:18Z,0
Yg makan  gratis hanya pejabat negara.rakyat miskin tetap kelaparan.lihat saja kalo gk percaya.,@InDhsis,2024-08-20T15:06:50Z,0
Makanya kerja biar nggak miskin,@Satsetah,2024-08-20T19:27:06Z,0
"Semoga yang bbelum punya anak dapat juga ya, , ya",@nuorsa702,2024-08-20T15:04:36Z,0
Lo gimana jata pak hasim begitu tgl 19 oktober prabowo dilantik langsung 20 oktober makan siang gratis seluruh indonesia,@srimampuni2393,2024-08-20T15:01:38Z,0
Awas aja klw ada keracunan makanan,@irliyasurur6541,2024-08-20T15:00:36Z,0
Awas  namba korupsi berjamaah  lihat aja,@IswanusuparnoSupar,2024-08-20T14:59:59Z,0
Awas ya yg kemaren nyinyir masalah makan gratis sekarang teriak teriak gk kebagian jatah.,@masakkenyang,2024-08-20T14:58:04Z,1
OmSet buat para guru untuk makan di rumah masing masing,@rezahFahlevi-g5y,2024-08-20T14:55:55Z,0
Koruptor pada rayahan duit rakyat,@linamarlina1156,2024-08-20T14:53:39Z,0
Sak karep mu pak kodok,@linamarlina1156,2024-08-20T14:52:54Z,0
"HORE, PRIORITASKAN ANAK SEKOLAHAN AGAR TAK LAGI MENGURAS UANG JAJAN ORTU.",@BudiBudi-ic2ie,2024-08-20T14:52:18Z,1
"Rawan di korup kalau ga sering disidak, dari pusat anggaran dikirim utuh tapi di lapangan banyak disunat oleh oknum2",@G.Gurkha,2024-08-20T14:51:20Z,3
Lihat aja siapa yg berani korupsi di program prabowo pasti di bantai tuh orang...😂,@luthfinashruddin2078,2024-08-20T20:31:48Z,0
hanya pencitraan.... Semua harga naik dan subsidi dipangkas hanya untuk makan siang gratis segelincir orang... Itu politik busuk... Rakyat Indonesia Semakin Sengsara,@richardwahyudi9297,2024-08-20T14:49:51Z,0
Belum apa apa sudah suuzhon. Apa kau tak senang anak anak dapat makanan gratis....,@BudiBudi-ic2ie,2024-08-20T14:54:16Z,0
"Sdhlah lht dl ini bgmn
Bismillah.. yg penting gizi anak2 Indonesia terutama yg di desa2 dan kurang mampu bs terpenuhi
Soal yg lain beda lg

Semoga pemerintah ke depannya bs menstabilkan hrg2 dan tdk menambah beban rakyat dgn kenaikan harga2, pajak dll nya.",@emmaferonia7116,2024-08-20T22:59:11Z,0
"Kelamaan Pak, makan siang nya",@MelindaSari-z7w,2024-08-20T14:48:25Z,0
"Saya harap bpk Prabowo,,punya tehni dan sistem,bukan dar jokowi,,",@KinedinWilliam,2024-08-20T14:45:48Z,0
"5tahun ya.. , Alhamdulillah 😁",@rajamadu1203,2024-08-20T14:34:43Z,0
Program opo kui,@Sumarno-p6w,2024-08-20T14:30:48Z,0
Uang sekolah gratis kpan?,@NurbayaAmbarita,2024-08-20T14:29:24Z,0
🤣🤣🤣,@AxcelBrown-m5b,2024-08-20T14:21:48Z,0
Mantap pak prabowo,@Aryon-w2d,2024-08-20T14:17:40Z,0
"siap2,yang jualan makanan terutama depan sekolah pinggir jalan seluruh indonesia bersiaplah menghadapi hantaman makan gratis, muga2 tambah laris,",@ariwahyuw4089,2024-08-20T14:14:37Z,4
Makan sm jajan beda..,@Pintukusenjatiperhutani,2024-08-20T14:31:06Z,0
"​@@Pintukusenjatiperhutanibelom apa""....udah pada nyinyir negatif😂...mkn siang km brp jjn di sekolah JM brp kan bde embe sama kuda😂😂",@PutriRANIApermata,2024-08-20T14:52:29Z,0
@@PutriRANIApermata jajan kan bisa sore nga mesti di sekolah jajan nya.. bisa di rumah... Lagian bagus nga jajan di sekolah... Tau sendiri oknum pedagang... Banyak jajanan nga sehat.. tuh jakarta banyak anak gagal ginjal... Terimain aja toh cuma lima tahun... Liat ada efek apa setelah program berjalan...,@Pintukusenjatiperhutani,2024-08-20T15:05:49Z,0
@@Pintukusenjatiperhutani iya betul setuju👍,@PutriRANIApermata,2024-08-20T15:12:46Z,0
"Rawan dikorupsi, harusnya pakai cara Gus Dur dengan menaikkan gaji karyawan, Buruh .... dan  biarkan mereka yg mengatur sendiri penggunaan untuk mencukupi gizi keluarga ...🤔🤔🤔",@mbahmo7199,2024-08-20T22:41:50Z,1
"Pemerintah bangga dg embagikan makan gratis, Rajat memberi makan,fasilitas pd pejabat sejak dulu tapi hianat",@mashary432,2024-08-20T14:13:16Z,1
"Sepertinya baik,tapi korup besar, rugikan negara",@mashary432,2024-08-20T14:14:14Z,0
Program..Pembodohan..ujung2nya..Korupsi Berjamaah...,@Andip8y,2024-08-20T14:08:27Z,0
Barisan sakit hati belum sembuh sembuh kasian deh lu,@herirozak,2024-08-20T14:11:26Z,0
Buatlh program kuliah gratis pak presiden.. jngn cuma mkn grtis,@maryonosg2.,2024-08-20T14:05:25Z,1
Buat program kuliah koruptor gratis mungkin bisa boss,@jack-oq1cv,2024-08-20T14:33:55Z,0
Ini namanya dikasih hati minta seluruh badan yaelah,@dedeklukmawan1470,2024-08-22T06:40:48Z,0
Semoga rakyat berkecerdasan standar sama,@AbdulMuizRoyan,2024-08-20T13:59:08Z,0
memberi makan gratis kalo bisa jangan pake duit hutangan dan dikorupsi oleh orang2 lapangan  pak ..!!! bisa2 tidak jadi gizi malah jadi virus  !!!!!!  😵‍💫🙁😄,@TotokMariyanto-ew9uo,2024-08-20T13:53:10Z,0
Mulailah didata oleh instansi yg berwenang jangan tebang pilih prioritaskan yg memang patut didahalui,@argoesaguscik1052,2024-08-20T13:48:48Z,0
"BGN sudah bekerja, saya saja lagi ikut cari tenaga kerja perdesa 10 orang wanita dan lelaki lebih banyak,,, makan bergizi gratis bisa membuka lapangan kerja sampai 1 juta tenaga kerja insyaallah,,,,",@BalbalnananBalbalnanan,2024-08-20T15:21:34Z,0
​@@BalbalnananBalbalnananAlhamdulillah saya sudah masuk anggota .. setidak y bisa membantu suami saya yg usaha y lagi tidak baik2.   Walpn saya tidak tahu brapa nanti pemasukan yg akan saya dapat ..,@Queenza506,2024-12-06T07:10:57Z,0
Alhamdulillah anak anak engak telat makan siang.... Alhamdulillah,@fauzibatubara,2024-08-20T13:41:12Z,0
"Didaerah urban pinggir kota yg masyarakatnya berpenghasilan rendah, banyak anak kesekolah tdk sarapan, aktifitas seharian energynya berasal dari asupan dipagi hari.  Sebaiknya 9rb tuk makan pagi, 2pt lontong 4rb, 1btr telur rebus 2,5rb, 1 bakwan 1,5rb, 1 sosis so nice 1rb.  Sisanya 6rb tuk siang, 1pt roti/lontong 3rb, 1cup susu nasional 3rb, semuanya bisa dipesan diwarung dekat sekolah atau “PERKELAS” （vol, unit kecil tdk perlu tender） serahkan kepada org tua murid bergiliran kelompok mengaturnya,  pesan diwarung atau masak sendiri, tuk kepentingan anaknya tdk mungkin dikorupsi dan mrk saling mengawasi.  Distribusi mudah, aman dan tdk merepotkan guru yg hrs fokus mengajar.",@limasilaharahap8343,2024-08-20T13:32:37Z,2
"ATUR  AJA  BOOOSSS , ASAL  JANGAN  DICATUT.",@otoniskandar6131,2024-08-20T13:27:20Z,0
Beneran nich...🤔,@Yonathan-s6c,2024-08-20T13:07:04Z,0
telurr lauk y pak😊,@masnurfarms5023,2024-08-20T13:03:35Z,0
BUAT JADI REKANAN KATRING MUNGKIN SULIT KALO GA KENAL.,@iiqifamily,2024-08-20T13:03:08Z,0
Warteg dan rumah Padang gimana,@gpschannel5008,2024-08-20T12:56:20Z,1
Kan program itu untuk anak sekolah,@martinopungsungguh3251,2024-08-20T13:36:43Z,0
warteg bukanya siang...kalau rumah padang bukannya malam...😂,@luthfinashruddin2078,2024-08-20T20:32:54Z,0
"Mantap...
Anak gk usah kasih uang saku.
Soalnya di jam rehat ada progam makan gratis.",@cacaslanky99,2024-08-20T12:51:50Z,2
Dikasih uang jajan malah beli snack gak sehat. Spt belakangan ini anak2 byk yg cuci darah,@linadjohan6397,2024-08-20T14:02:02Z,0
Bersukur laaaa drpd di korupsi DPR,@AnisJamil-h6y,2024-12-08T10:21:06Z,0
"Di Jatim 7rb sudah dapet nasi + ayam geprek kok,",@acrrahayu5954,2024-12-08T07:06:25Z,0
Jaman suharto cukup tolong sama rasa dpr makan siang  10 ribu juga krn bergizi semua pejabat dan klga pejabat makan siang 10 ribu adil nerata,@aliyahhusinsaidthalib230,2024-12-08T01:24:08Z,0
"Ya jaman suharto cukup semua murah, makmur,",@aliyahhusinsaidthalib230,2024-12-08T01:21:53Z,0
"Itu kalau seluruh rakyat miskin di indonesia di kalikan 10 ribu..kali berapa tahun terus berapa...terus sumber dana itu dr mana harus jelas..jgn sampe nantinya jadi beban rakyat di kedepan,nya. Setelah prabowo tdk jadi presiden..",@YoungGoat-wt3gb,2024-12-07T13:58:59Z,0
Nasi pecel ae ikan tahu tempe nti lama2 lah gak yo mencretttty.,@yayukhilmiyah6282,2024-12-07T11:26:37Z,0
Golda coffe aja 6ribu perbotol wkwk😂,@DonnyArdo,2024-12-07T10:49:59Z,0
"Sukurin aja namanya geratis, ya seadanya , gak usah perotes.",@YuliUma,2024-12-07T10:15:29Z,0
"Makanan di indonesia sangat murah 10 ribu boleh cukup dapat makanan bergizi dan minuman susu klu di malaysia tidak dapat sih,",@putra8131,2024-12-07T02:27:20Z,0
Jangan omon omon.yang dikatakannya pada diri sendiri  aja.,@shaharizanahmad7605,2024-12-06T07:08:37Z,0
"2,7 juta sebulan klo 80juta jiwa brarti sbulan anggarannya sudah lebih dari 25 triliun loh msh ada yang bilang kurang kah",@michelleaxe7070,2024-12-06T01:49:56Z,0
"Rp. 10.000 , dr istana... Ke kementrian, jd nya 9.000...ke gubernur jd nya 8.000...ke walikota jd nya 7.000...ke bupati jd nya 6.000..ke camat jd nya 5.000...ke lurah jd nya 4.000...ke sekolah jd nya 3.000....itulah yg diterima murid",@hermansyahtaufik1641,2024-12-05T22:52:20Z,0
Dan salah sasaran pula wkwk,@DonnyArdo,2024-12-07T10:47:51Z,0
Sekarang lg rame pasukan dari jakarta mengaku tim dari pak presiden prabowo.mau ngasi job perkerjaan makan geratis.tim akan mengusahakan PT kita untuk mendapat kan job 3000 bungkus.dengan harga 15 rb /1 bungkus.tapi aneh nya yg mau ngasi job tim dari jkt.masa kita yg sediakan hotel terus di amplopin.kayak nya modus juga ini tim yg datang ini.semoga cepat di tangan nin dan di tangkap,@joactor789,2024-12-05T22:48:04Z,0
Mantap makan gratis siiiiip lah Rp  10.000  coba aku ingin menyaksikan,@haripurnomo3645,2024-12-05T15:21:18Z,0
"Kalau di cukup2 in cukup,,wajar ukuran segitu mah ,,,pemerintah udah mau memberikan makanan langsung buat penerus bangsa,,,👌🙏, setidaknya anak2 bisa mendapatkan gizi setiap hari nya...",@MuhammadFaisalWahyuramadhan,2024-12-05T11:46:12Z,0
"Di Daerah saya kerja pegi nasi bungkus  5000 _ 8000 menu pilihada tahu tempe sambal ada ayam daging telor ikan ,lebih dari cukup untuk pekerja ,kalau siang makan di warung nasi bungkus 9000 pilih lauk ati rempelak ada ayam ikan tau tempe dan sayur .",@hijayunihija8617,2024-12-05T10:46:42Z,0
Iya dapet kalau yang mengelola dari tim tertentu beda dengan halnya jika makan tersebut dapat dari penjualan makanan karena penjual makanan tersebut pasti nyari untung juga,@atkapriady2121,2024-12-05T09:35:45Z,0
"Sekor ayam boleh kongsi 26 org..ayam dipotong2 kecil....
Sayur letak kor sehelai ..
.beras 1 kilo boleh kongsi 15 org...
Air botol keci aje",@mjmu1707,2024-12-05T09:08:21Z,0
Buka saja lapangan pekerjaan sebanyak banyaknya pak. Biar mereka yg muda dan pengangguran pada bekerja.. dengan begitu mereka bisa dapat gaji dan duitnya bisa dibelanjakan.. biarkan manusianya bekerja dan para pedagang juga bisa muter uangnya. Anak dirumah  akan dimasakkan juga makanan bergizi oleh orangtuanya,@sukasukawawa,2024-12-05T09:05:52Z,0
"Mgibran,ketua lurah dpt uang ..isi poket penoh.  Anak2 adpt kulit pusang..",@mjmu1707,2024-12-05T09:00:27Z,0
