comment,author,publishedAt,likeCount
Terlalu memaksakan kehendak yg  tidak di barengi dengan kemampuan.siapa yg ngusung ide ini pasti orang yg punya ide briliant untuk membodohi rakyat,@kansahanurbaalqis6728,2024-12-01T06:11:24Z,0
"10.000 mending dikasihkan tiap bulan,biar bisa utk tambahan bumbu dapur",@hans5352,2024-12-01T06:06:05Z,0
"Paling gampang, anak suruh bawa nasi dan sayur. Pemerintah tinggal ngasih lauk sama susu",@kangmastony5938,2024-12-01T06:05:45Z,0
"Dapat apa makan bergizi 10 rb..blm lagi kal harga sembako naik, apa iya menunya itu² doang.",@Indah-px3yf,2024-12-01T06:03:36Z,0
Much better than Nothing 😊😊😊,@yanu3778,2024-12-01T06:02:21Z,1
Bisa juga pakai ayam nasi satu sendok,@HudiYono-jl6ey,2024-12-01T06:02:12Z,0
dapat nasi sama telor kok,@trihastutitrihastuti269,2024-12-01T06:01:17Z,0
"Terlalu tinggi cita cita apa daya anggaran kurang memadai,klo gk jd rakyat pafa nagih.😅",@TutiMulyani-j9m,2024-12-01T06:00:06Z,0
kalau belum siap jangan di paksakan .....karena enggak bakalan efefktip..,@amungsaepudin6839,2024-12-01T06:00:01Z,0
akhirnya omon omon doang,@berkah01-e9e,2024-12-01T05:59:26Z,0
Warteg melihat nya aja sederhana tapi malah mahal,@abangproyek5855,2024-12-01T05:59:25Z,0
"Kl gak ada dananya jgn dipaksakan.mending sekolah digratiskan total ,gak ada pungutan uang pembangunan dll..",@hans5352,2024-12-01T05:58:18Z,53
G1bran untuk Indonesia 2029,@satrioelangnusantara,2024-12-01T10:43:41Z,0
"Harus dipaksakan pak, klau nda ini bakal jadi senjata bagi lawan² politiknya sekarang dan 2029 nannti, selamat maakkan bergizi 10k hahahha.",@MasyrunsidiqMasyrun,2024-12-01T11:40:05Z,2
Setuju,@disgustedbyyourstupidity9895,2024-12-01T12:06:48Z,0
@@MasyrunsidiqMasyrun itu mmg bisa saja terjadi👍🙂,@isban8327,2024-12-01T12:38:42Z,0
"@@hans5352 dari dulu istilah ""gratis"" sdh ada,  hanya selalu saja pihak sekolah menarik iuran dg bbg alasan dg mengatasnamakan Komite Sekolah....susahnya di negeri kita ya 😃",@isban8327,2024-12-01T12:41:31Z,2
"mending nasi Padang 10 RB dapat Lele, Ayam, bergizi.....",@abangproyek5855,2024-12-01T05:58:18Z,0
dan akhirnya ndabrusss sontoloya 10 rb apa menu bergizi ?,@berkah01-e9e,2024-12-01T05:58:02Z,0
"Sebenarnya lebih butuh lapangan pekerjaan, dn biaya sekolah gratis",@juhairiyah6483,2024-12-01T05:57:33Z,0
"Untuk parte besar 10ribu itu sudah ada untung, janganlah dibandingkan dg warung yg parte kecil lah.❤",@supriyadi789,2024-12-01T05:56:09Z,0
"Makan graratis  gk penting yg pentng bpk"" nya keeja gjih  brkecukupan buat makan klwrganya yg bergizi , bahan poko murah l",@budibudi8791,2024-12-01T05:50:32Z,0
"Untuk beli minum susu dan  buahnya aja kurang, belum lagi kalau ada dana yang di korupsi",@MuhclasAdiputra-us5wz,2024-12-01T05:49:03Z,0
"Itulah mental koruptor !!

-",@serbaserbivivo6030,2024-12-01T05:49:01Z,1
"Oleh sego pecel gorengan 2 kro es teh
Neng purwodadi",@andika4246,2024-12-01T05:45:11Z,3
Sampai di lapangan jadi porsi yg 5000,@RamakevinKevin,2024-12-01T05:42:15Z,2
Blm dikorupsinya 😂,@RamakevinKevin,2024-12-01T05:42:39Z,0
"Sudah sy duga, anggarannya ga kuat.nanti ujung2nya ngutang lg.kalo ga kuat jgn di paksakan,dananya bisa di alihkan ke yg lain.niatnya bagus,tp harus liat kondisi kt jg.",@HendraWijaya1983,2024-12-01T05:41:45Z,3
mending kalau pake utangan. yg ada pilot project saja. uji coba diklaim keberhasilan program 😅😅😅,@AstomoPancoroPutro,2024-12-02T13:16:32Z,0
"APBN Boncos.......ulah Mulyono 😂😂😂 ... bingung buat bayar utang.....,10 thn era Mulyono korupsi dipelihara,hukum tak mempan buat jera para koruptor di Indonesia.....,
 UU perampasan aset bagi koruptor dan hukum mati.....segera terapkan......

Makan siang gratis 15.000 turun 10.000....., nyampe dibawah tinggal 6.000......,siap siap korupsi berjamaah di era Prabowo....,karena melanjutkan era Mulyono.....",@AprilArianto1277,2024-12-01T05:39:30Z,0
"ganti aja nama programnya ""Askenas"" Asal Kenyang Nasional 🤣",@Ainkheavymetal,2024-12-01T05:39:22Z,0
Klo masak sendiri ya masuk akan klo pesanan yaa ga cukup. Untuk daerah Timur 10 rbu baru dapat nasi 😅,@abhyyan3423,2024-12-01T05:38:12Z,0
makanya kalo bikin janji itu yg nalar jgn asbun,@Ainkheavymetal,2024-12-01T05:37:13Z,0
"4 sehat 5 sempurna bergizi hanya 10 rb?, sedang yg diuji coba sama wapres di beberapa sekolah jelas menu nya diatas 15 rb...jadi mantaplah ",@agungprayogi8468,2024-12-01T05:35:27Z,8
"udh pas tu 10rb , biar uangnya merata ga di tempat2 tertentu aja",@rafifr8386,2024-12-02T19:26:16Z,0
"Dia mau membawa warga ke masa tempo doeloe di mana makan nasi putih campur garam tambah air hangat dan pejabat khusus pusat saja  makan ayam ikan dan bermewah mewah


Rakyat daerah dapet  ampasnya aja",@keluargaboyboy8,2024-12-03T01:23:25Z,0
"@@keluargaboyboy8 jgn bawa nama rakyat , klo mau makan kerja jgn ngadu , kocak2",@rafifr8386,2024-12-03T01:58:53Z,0
@rafifr8386  wih  hebat kau kerja sampe mampus buzzer,@keluargaboyboy8,2024-12-03T05:11:21Z,0
"@@rafifr8386 generasi z belum pernah makan nasi putih campur garam yang di aerein

Makanya gampang belagu koar koar di sosmed
Paling rumah masih numpang ortu makanya koar koar",@keluargaboyboy8,2024-12-03T05:12:38Z,0
Tanda² ingkar janjinya telah terlihat,@zIRa07,2024-12-01T05:31:17Z,0
"10rb, 30% di kantongin sama seragam coklat, sisa 7rb, cuan 2rb, sisa 5rb, msh dpet gorengan 3 biji",@bennyardianto6714,2024-12-01T05:31:03Z,0
"Udah cukup

Nasi = karbo
Tenpe tahu = protein
Sayuran = vitamin
Tambah susu dah cukup",@latiplatip4163,2024-12-01T05:30:32Z,2
"Kita bisanya komplen... Jagonya.... Bukannya membantu bagaimana hal ini bisa berjalan., sompret",@sandyandrian-f6y,2024-12-01T05:27:36Z,1
"Se7 bos,,org pada umumnya kok bisanya menghina, mencela, mencaci & menyepelekan 😮
Tanpa ada upaya membantu, baiknya gimana 😮",@supriyadi789,2024-12-01T06:03:25Z,0
"Salah sendiri koar2 janji kasih makan bergizi gratis,, jadi banyak yg komplain lah, setandar makan gizi itu kan nasi + sayur+ ayam + telur + buah dan susu, brti biayanya sekitar 25 rbu, klo cuma 10 rb bukan makan bergizi gratis namanya, tapi makan ""asal kenyang""😂",@Taufik-yp9cb,2024-12-01T06:46:47Z,0
"@@Taufik-yp9cb brarti untung buanyak dong yg bagian masak apalagi ini partai buesar,,, salam akal sehat boskuh❤️",@supriyadi789,2024-12-01T07:35:42Z,0
"@@Taufik-yp9cb 10rb itu sdh dapat untung walaupun sedikit apalagi ini parte besar, Janganlah dibandingkan dg warung kecil apalagi kelas Restoran boskuh❤️
Janganlah mencela, mencaci tanpa solusi,,,,ayo dukung bangsa ini spy lebih baik, jangan hanya bisa menyepelekan saja, anak kecilpun bisa",@supriyadi789,2024-12-01T07:44:11Z,0
"@supriyadi789  bukan masalah untung ruginya, tpi dg harga 10 rb itu jelas tidak akan mncukupi nilai gizinya,, katanya program ""MAKAN BERGIZI GRATIS "" klo kurang gizinya brarti namanya program "" MAKAN ASAL KENYANG GRATIS "" 😂",@Taufik-yp9cb,2024-12-01T09:04:42Z,0
"Dari segi nominal aja tidak bergizi min,,, Ponaan saya  makan dikantin sekali makan harganya 20 rb, padahal cuma telor & ayam dg porsi yg tidak terlalu banyak...klo harganya 10rb,kayak gimana menunya 🤔",@sidahibrahim5612,2024-12-01T05:27:30Z,0
"10ribu bukan makan bergizi, tapi makan hemat",@farisbinary2352,2024-12-01T05:26:32Z,0
nasi 5000 mie instan 5000 pas 10000,@Wijaya871,2024-12-01T05:25:19Z,0
"10 ribu besok aja semaki di kebakan pajak ,plus pajak apa kmarin yag 11 naik jd 12 persen di 2025...🤣🤣belum harga beras mahal..10k dapat nasi sayur bening tempe goreng udah 😂",@agustrialvaro4910,2024-12-01T05:24:46Z,0
Dan saya yakin menu 10rb. Klw di warung makan atau warteg menu ny tidak disukai anak anak. Karena menu 10rb itu dmna mana hny dapat tempe tahu plus telor kalau masih ada yg kasi telor. Menu ini lebih dominan disukai para pekerja non perusahaan atau para ojol.  😢 Kalau untuk anak anak hnya dpt lauk ini.  Gak bisa dpat lauk ayam atau sapi,@cahbagusofficial5708,2024-12-01T05:20:58Z,1
"Memang anda tinggal di mana bang? Di surabaya 10k nasi campur ikanya milih ada krengsengan daging, babat,bali ayam atau telor.",@setyaalfitrah8659,2024-12-01T05:24:38Z,0
"​@@setyaalfitrah8659 yg dibicarakan ini SELURUH INDONESIA bung, bukan hanya tempat anda di Surabaya..
Lagipula yg disebut Bergizi itu harus ada buah dan susu. Mengingat sasaran nya adalah anak sekolah dan ibu hamil yg jelas² perlu nutrisi tinggi.",@yugaadenovan2042,2024-12-01T11:43:40Z,0
​@@setyaalfitrah8659Enak bed coba anda hidup di jakarta ya 😂 mengsedih dah,@bamswisnu4823,2024-12-01T14:26:15Z,0
"Nasi padang ajah udah banyak yg jual 10rbu .
Gk kalah sama nasi padang 25 rbu.",@DediIrawan-ui5dz,2024-12-01T05:18:01Z,0
Dia yang berjanji dia yang mengingkari 😂😅,@tapak_kakiku,2024-12-01T05:17:29Z,20
@@tapak_kakiku itu ada lagunya mas bro😃,@isban8327,2024-12-01T12:42:16Z,1
Bagaikan menjilat ludah sendiri..😂,@CaturIvan-z1e,2024-12-01T12:45:06Z,1
Judul lagunya kegagalan cinta...akibat gak punya duit 😃,@isban8327,2024-12-01T12:54:13Z,1
"urusan pemerintah apa yg gk bisa,.? itu hrga sbenarnya, klo yg d jual modal memang -/+ sgitu trus +untung nya capeknya transportasinya dll,.!? mikirrr,.. salamwaraaaas",@abiyudistira-l8l,2024-12-01T05:16:40Z,0
"Ya syukurlah sdh menepati janji kampanye, tapi ada janji kampanyenya Bpk Hasyim adik Bpk Prabowo yang katanya gaji guru ditambah 2 juta di bulan oktober 2024 yg sampai desember blm ada kejelasannya 😅😅",@warasprasetyo9839,2024-12-01T05:15:00Z,0
Makan 10000 mungkin cukup terus minum nya minum apa? Masa bawah sendiri gak minum susu minum air putih 🤔😲,@BramaKumbara-s9b,2024-12-01T05:14:23Z,0
Makanya jangan berjanji pak wowo,@IwanSabinus-sg9lb,2024-12-01T05:10:25Z,0
"Dahlah, kasi lauk ayam saja. Nasi bawa sendiri.",@hrwstudio4104,2024-12-01T05:10:08Z,0
Tahu tempe😂,@IwanSabinus-sg9lb,2024-12-01T05:09:50Z,0
Lebih ngeri  korupsi penyelenggaraannya kalo di konoha.😢,@dewiilyas4725,2024-12-01T05:08:38Z,0
"Efek hutang Mulyono , makan bergizi gratis turun level 😂😂😂",@aryakamandanu9223,2024-12-01T05:07:54Z,0
"saya masak tempe bacem, tempe 1 papan Rp3000, bumbu + gas melon 3 kg Rp 2000. 
itu hitungan untuk 3 porsi sebagai sayur. lah tempe saja sdh Rp 2000. tambah telur minimal 2000 yg sdh direbus atau di goreng, tambah nasi 3000.
tambah sayur pas 10.000. tapi kalau pakai ayam minimal 15.000. 
hitungan diatas dengan catatan bapak prabowo masak sendiri buat rakyat ya.... pegawai yg masak juga perlu digaji... belum lagi korupnya, jadi ga masuk hitungan",@jonyjk1267,2024-12-01T05:05:16Z,0
Dia cerita bayar sewa dan bayar pekerja hello loe juga perlu bayar tukang masak dan pekerja juga dan mau bayar menejer juga. Malah lebih mahal....biayanya.,@Indah-j5e,2024-12-01T04:50:45Z,0
Belum dijalankan programnya sudah di korupsi 5 ribu perporsi. Korupsi berjemaah.,@Indah-j5e,2024-12-01T04:44:22Z,0
si Wowo tambah koplak,@gunawansaputro9981,2024-12-01T04:43:06Z,0
Dari 25ribu turun 15ribu turun lagi 10ribu semoga tidak turun lagi jadi 5ibu,@Sawersaja,2024-12-01T04:42:20Z,0
Selamat di prank🤣,@M12K2,2024-12-01T04:40:53Z,0
Makan taee nya prbwo,@doniagus7892,2024-12-01T04:38:50Z,1
😂😂😂😂😂,@dzakisudrajat691,2024-12-01T05:09:06Z,0
Tidak apa lah porsinya sedikit yg penting gratis tis wlu gizinya sedikit juga.,@Budiman-p4j,2024-12-01T04:38:25Z,0
Omke ghas omkenghas😂,@burnok_,2024-12-01T04:38:06Z,0
Batalkan makan gratis rakyat tambab bonyok karena efektersebut ya itu INFLASI,@kikikwahyu2519,2024-12-01T04:35:23Z,0
nah ini lah kenyataan sebnernya.. harga harga makanan itu setiap taon naik semenjak 10 taon trakhir.. tiap tahun tidak berhenti naikk.. 10 taon lalu itu makan 10 rb itu sudah makanan mewah di warteg.. dapet telur plus daging.. baru 10 taon trakhir ini aja gencar banget naiknya.. sampe sampe skarang 10 rb cm dapet 2 sayur tumbuh tumbuhan... boro boro makan daging..telur pun ngga... ini kenyataan yang adaa di jakarta skarang.. sporsi siomay batagor itu dijalanan fix jual 10rb.. tolong lah turunin harga.. kalo ga bisa tolong stop untuk naik.. itu aja si.. stop naikk..kalo ga bisa bantu rakyat...,@sintaxerror423,2024-12-01T04:33:49Z,0
Cukup lah kalo bersatu mh  semisal 5 orang kan berati 50 000 beras 11000 sayuran 5000 daging ayam 20 000 susu 10 000 cukup lah,@GoparRudin-q8k,2024-12-01T04:33:03Z,1
Nnti sampai jadi 5 RB 😂😂😂😂,@zubyrtimphan3834,2024-12-01T04:32:36Z,0
Tukang jajanan disekitar sekolah harus diperhatikan. Mending an kasih aja 10 rb permurid biar jajan sendiri,@CherikaShakayla-t9h,2024-12-01T04:27:35Z,0
Alamak nasi Padang aza 12 ribu 😂😂😂,@Ekolelono8654,2024-12-01T04:23:43Z,0
Buat makn rakyatnya aja berat .makanya jng marah kalau uang negara di malingi SM kuruptor .yg Maha Kuasa itu Adil,@AripArip-s1j,2024-12-01T04:21:18Z,0
"Rumah Padagang saja, 12.000, pake kertas nasi,..ini 10.000, pake apa....daun pisang ..",@ndjat8785,2024-12-01T04:18:25Z,0
"Kita lihat nanti bulam januari di sekolah kami.. Ada tdk makan bergizi buat anak anak.. Tapi ngomong ngomong guru honor negeri yg tidak dapat TPG sertifikasi di kasih ga?  ..waduh murid murid sdh sekolah gratis di kasih makan pula. 
.guru nya honirer gaji 700/ bulan cuma makan tempet tahu.. Itu pun ngutang di warung.. Gali lobang tutup lobang hidup nya",@bungbung3769,2024-12-01T04:18:03Z,0
"Program ko' ngk iklas.ngk yakin programy bertahan.mana  ada 10000 bisa meningkatkan Gisi jaman sekarang yg biaya hidup makin sulit,omg😅",@PongAdel-g4o,2024-12-01T04:13:47Z,0
Bedakan makanan bergizi sama makanan asal kenyang...klo hrg 10 rb dpt makanan asal kenyang..,@siwelpancenwel,2024-12-01T04:11:24Z,0
Tapi katanya minum susu juga lho. Itu 10rb makannya doang apa. Makan+susu 10rb ya,@rhrmediachannel4148,2024-12-01T03:57:25Z,0
Lumayan lah 250 rb sebulan ..menunya 10.000 .an susu 3500 indomilk kecil . Telur 2000 .ayam 2500 sepotong .sisanya nasi tambah sayur  .pake tepak sendiri. Jadi lah makan enk .tanpa uang saku 5000. Hemat .,@HabilQabil-of6ge,2024-12-01T03:56:11Z,1
Betul. Bawa tepak sndiri2. Klo pke dus / mika mahal. Mika nya aja hrga nya 1000 lebih.,@irnariyana1392,2024-12-01T07:53:43Z,0
"Dan,, sampah akibat kotak/dus nasi jadi numpuk. Menjadi  Persoalan baru.",@NiQetvt,2024-12-01T12:43:36Z,0
Susu harusnya yg menyediakan apbd prov..  Buah yg menyediakan apbd bup.. Jd APBN.. tidak  terbebani,@Jelita-j8j,2024-12-02T02:31:23Z,0
ppn 12 % pun ga akan cukup untuk program makan gratis 😂😂😂,@komporgaschannel7111,2024-12-01T03:52:53Z,0
10rb ga pake telur,@Ikhwan_tijani,2024-12-01T03:52:02Z,0
"Oleh sego pecel karo es teh neng Tulungagung,",@pitoyopitoyo6852,2024-12-01T03:50:22Z,1
"Podo mas,,nek blitar oleh Sego pecel, lawuh tempe, teh. Ora enek amis2 e😂",@NauraShavallas,2024-12-01T05:05:12Z,0
"Ngimpi aja mau ngasih anak2 konoha makan bergizi gratis sambil koar2 sana sini, minta sumbangan sana sini, ujung2nya jiahhhh 10rebu dpt apa????",@henzoaika,2024-12-01T03:49:16Z,0
"Tinggal diganti judul beres, MAKAN BERGIZI GRATIS  ganti MAKAN SIANG GRATIS, beres kan, yang penting kenyang 😁",@agustpco4886,2024-12-01T03:48:41Z,0
mantap!! dari pd di kasih makan mie goreng,@WRSUTARMAN,2024-12-01T03:47:44Z,0
Yg jlas khusus anak buruh...bkan seluruh anak indonesia😂😂😂...10 rbu..nasi+ tlur rebus/goreng separo minumnya air mineral gelasan..,@vianandromeda705,2024-12-01T03:43:18Z,0
MENDING DI BATAL KAN AJA WO DUIT NYA BUAT KABINET NYA YG HAUS JABATAN .,@careuh_bulan.,2024-12-01T03:41:58Z,0
"10 rb utk satu anak, nasi sama telur bolehlah dianggap makanan bergizi. Masalahnya 10 rb setiap hari selama 5 tahun, tentu juga anggaran banyak. Biar pemerintah sadar ternyata kehidupan masyarakat utk mencukupi kebutuhan makan selama ini cukup banyak setiap hari, jika satu KK berjumlah 5 orang dg jatah makan 10 rb sekali makan dikalikan 3 kali dlm satu hari,  30 rb, dikali 5 orang, 150 rb perhari. Jadi   BLT yg 3 bulan 300 rb itu jauh dari cukup, apalagi sembako. Nah, marilah semua berfikir, baik yg memberi maupun yg menerima, apa yg salah di negara ini.",@nugrahabongest9457,2024-12-01T03:39:35Z,0
NTAR BULAN DEPAN DITURUNIN LAGI JADI 5000 ALIAS GOCENG !!,@adangsantang6739,2024-12-01T03:39:32Z,0
Itu jajan 10.000 mb konsepnya.,@agungrespationo8419,2024-12-01T03:39:16Z,1
lha ya cukup lah. 10ribu itu besar lho ...emangnya anak-anak itu mau disuruh beli makan diwarung apa?,@kelanasaja7676,2024-12-01T03:33:36Z,0
Klo di daerah cukup lah 😜,@hannygatot1111,2024-12-01T03:29:04Z,0
"Anak 2 sekarang kalau makan engga ada ayam, telor, mie jarang yang doyan. 
Orang dikampung saja makanya kalau engga enak susah makan. Jangan sampai jadi d buang sia2 oleh siswa. Soalnya pada suka jajan. 
Mending SMP, sma sekolah gratis biar orangtua.bisa nyekolahin anak2 sampai tinggi. Biar pintar jngn hnya bansos. Orang pada males, dan tidak berkembang. Yang dapat bansos dobel.. Orang itu2saja. Yang engga dapat. Engga dapat sama sekali. 
Udah dpt bansos, pkh, elnino. Supsidi BBM. Y orang itu2saja. Engga adilll",@Razkaalfrezi,2024-12-01T03:28:58Z,0
Disesuaikan dulu sesuai APBN,@hannygatot1111,2024-12-01T03:28:14Z,0
Mencla-mencle? Kampanyenya untuk seluruh rakyat Indonesia... tiba-tiba berubah hanya untuk anak sekolah. Dari harga lima belas ribu rupiah per porsi berubah menjadi sepuluh ribu rp per porsi. Selamat menikmati janji pemimpin pilihanmu.,@abbudiono5083,2024-12-01T03:28:02Z,0
Sebaiknya dimulai dari sekilah TK dan SD dulu,@budihartono1988,2024-12-01T03:21:28Z,0
"Ora kelingan pekan olah raga nasional.
Anggaran makan 50rb per porsi,hanya di roti sama santan sun",@SefulFajar-nw8pc,2024-12-01T03:20:05Z,0
Klo masak sendiri beda,@budihartono1988,2024-12-01T03:13:29Z,0
"Ga akan ada nasi 10rb bergizi,apalagi daerah sy pasangkayu serba mahal",@BLIBAGUSCHANNEL90,2024-12-01T03:12:34Z,0
Proteinnya mana? Susu juga belum diitung? Penyajiannya pake piring juga?,@TheArgo96,2024-12-01T03:12:17Z,0
Dah serahin sama warung padang jual serbu serba 10 ribu dipringsewu banyak yg jual,@Supriadi-st8ni,2024-12-01T03:06:32Z,0
Itu kan ga sama susunya. Belum packing sama modal bumbu dan gas,@TheArgo96,2024-12-01T03:09:42Z,0
"Belum 100 hari tapi udah aur2an kerjanya, PANGKAS ITU TUNJANGAN PEJABAT2 NYA DAN RAMPINGKAN SEMUA PEJABAT NYA, KARENA SUMBER KEBOCORAN ADA DI TERLALU BANYAKNYA PEJABAT! YG GA ADA GUNA!",@ayam247,2024-12-01T03:05:43Z,0
Menuju generasi gemoy,@chikojeremy3900,2024-12-01T03:04:59Z,0
Disunat lagi... Jadi deh 5000😂😂😂,@achmadperdhana266,2024-12-01T02:54:27Z,0
"𝘐𝘵𝘶 𝘣𝘦𝘭𝘶𝘮 𝘣𝘦𝘳𝘨𝘪𝘻𝘪, 
𝘒𝘳𝘯𝘢 𝘨𝘢𝘢𝘥𝘢 𝘱𝘳𝘰𝘵𝘦𝘪𝘯𝘯𝘺𝘢",@mahfud1102,2024-12-01T02:51:56Z,0
10 ribu apa sudah termasuk susu yg jadi andalan si wapres?,@rusdisaleh1755,2024-12-01T02:46:20Z,1
Masih berharap banyak baik dari manusia jaman sekarang???... Mamam tuh omon omon....!!!,@pepensupriadi6587,2024-12-01T02:35:43Z,0
10 ribu ngak apa apa yang penting semua anak kebagian. Bersyusukur dapat makan gratis. Saya wong cilik.,@WiYanto-dy4jy,2024-12-01T02:22:31Z,0
Saya wong gede,@chikojeremy3900,2024-12-01T03:03:12Z,0
Gak ada yang gratis. Itu duitnya yg dipake dr pajak,@TheArgo96,2024-12-01T03:16:20Z,0
Belum dapat buah susu itupun cuma nasi lauk dan sayur,@laksmiratzarwanti,2024-12-01T02:22:03Z,0
"Ga usah komplain, udah di beri juga",@feryirawanIrawan-gf2mm,2024-12-01T01:56:06Z,0
Gak cukup bergizi,@julvico6563,2024-12-01T01:55:13Z,0
"Di warung madura depan PGS Surabaya, nasi 10rb lauk daging ma sayur udah dapet...",@afifahemmy7411,2024-12-01T01:42:27Z,0
"Alhamdulillah 10.000 = nasi+sayur+tahu, ikan susu dan buahnya dibayangin aja ??????
Atau ikan sejerat, susu sesendok, buah sepotong ajeee heeeeeee
Penjelssan dr pemerintah asbun alias omon2 doang.",@irwananwar1452,2024-12-01T01:41:59Z,0
dideda udah bisa dpt nasi ayam dan sayur,@LulukFamily,2024-12-01T01:41:25Z,0
Saya sarankan makan gratis 10 k....berikan tgung jawab ini ke warung2 padang  menang insyaallah beres  gak ribet....misal satu warung sanggup 2 atau 3 sekolah   satu warung siap 300 samp 500 bungkus.,@naufelnaufel6800,2024-12-01T01:35:24Z,1
"15, 10, 5, 2 silahkan dipilih sambil ok guest ok guest juga boleh",@IrawanWidodo-ho3ms,2024-12-01T01:33:09Z,0
Bersyukurlah.. Masih ada yg memikirkan rakyat. Blessed Presidenku❤,@riamawatianitasari4699,2024-12-01T01:30:51Z,3
Menepati sesuai janji???,@miftakhurokhman8169,2024-12-01T03:26:24Z,1
10rb ga ada gizi nya,@Ikhwan_tijani,2024-12-01T03:53:05Z,0
Memikirkan tanpa tindakan yg tepat terukur semua orang juga bisa 😆,@dimaskurniawan5016,2024-12-01T05:37:46Z,4
"Bukan milik rakyat PT janji kampanye makan gratis seharga, 25rb.",@sitimardiyah9398,2024-12-01T06:21:35Z,0
Makanan bergizi buat menteri brp? Bisa ratusan juta 😂,@antoniusmayor2188,2024-12-01T07:35:06Z,0
Sudah bagus👍yg penting slalu bersyukur itu aja kuncinya,@abd26-g2c,2024-12-01T01:28:31Z,3
"Bersyukur rakyat ditipu terus,katering pns dpr aja 50rb bisa,rakyat cuma dikasih nasi pake garem😂",@Tongbajil-on9mg,2024-12-01T02:37:35Z,0
Makan gratis bergizi cuma Rp 10 rb nasi&lauk&susu ?,@EncihSunarsih,2024-12-01T03:11:06Z,0
"Bersyukur sih harus, tapi apa iya 10rb doang 🗿😆",@dimaskurniawan5016,2024-12-01T05:39:15Z,0
Jangan pelit sama anak 😂😂😂,@wongkediri528,2024-12-01T01:27:05Z,0
Gak cukup bergizi 😂😂😂,@wongkediri528,2024-12-01T01:26:41Z,0
Nasi kuning+telur+kacang+kerupuk+acar😂😂,@musiclover5183,2024-12-01T01:25:43Z,0
"Baru beberapa jam di lantik, baru jalan uji coba. Udah ingkar, dan bakal terus ingkar dgn janji² selanjutnya. Selamat menikmati 😊",@banyu_laut,2024-12-01T01:24:08Z,0
Gaji pejabat dinaikin. Budak-budak cuma dapat kibulan dongeng dan mimpi. Wakakakakaka.,@KiamatChange-ke8nd,2024-12-01T01:21:03Z,0
Km aj blm pernah dpt mkanan gratis di sini.he..udh mau di turuni aj hargany😂,@fujilestari5326,2024-12-01T01:18:28Z,0
Alhamdulillah  saya pikir cukup seporsi  sepuluh ribu rph.,@RitaWijiSetyawati,2024-12-01T01:06:32Z,0
"wajar la 10.000 di daerah kota pastinya mahal² 

kalo di kampung n desa² 10.000 uda dapat ayam,  ato telur dadar",@ARWI18,2024-12-01T00:51:42Z,0
"Gak wajar lah, di desa² Papua duit segitu cuma es cekek. Inget desa kok cuma inget desa² jawa, jawir!",@banyu_laut,2024-12-01T01:22:20Z,0
Dijamin gak dimakan sama anak2 dan jadi mubazir😂😂😂.. kita liat realisasinya nanti😂😂,@teguhsaputra1937,2024-12-01T00:51:19Z,0
"Cukup
Nasi lauk jgn banyak2....nanti kebuang.
Anak cwe biasanya makan sedikit.
Yg penting perut ke isi makanan.
Lalu tempat makan harus dr baki.
Anak di ajar selesai makan di cuci.
Sekolah2 bisa merekrut tenaga kerja untuk masak2 dari warga sekitar.
Ingat....jangan bikin sampah2 tempat makan.",@andisuseno360,2024-12-01T00:50:44Z,1
"Yang bayar tenaga kerja buat masak² pake duit situ??
Please deh, yg realistis kl ucap teori. Buat bayar gaji guru honorer aja 3bulan sekali",@BimaSena-n7y,2024-12-01T09:09:09Z,0
@BimaSena-n7y  ini org punya otak apa asal ngomong. Makan gratis bukan buat kamu. Kamu ngutang aja susah bayar . Kelihatan dari komentarnya,@andisuseno360,2024-12-01T09:17:21Z,0
Kalu bisa makan bergizi ini 30000 se porsi,@JasmaidiSaja,2024-12-01T00:46:43Z,0
"Di saya 10 rb dapat tahu, ayam goreng + lalap sayuran .. tergantung kotanya dan mungkin kalau belinya langsung dari produsen akan murah .. terlepas dari itu, setidaknya ada yang ngasih makan toh, bersyukur aja. Bagaimanapun pemerintah harus mengatur keuangan ditambah lagi skrg gaji² pada naik tuh .. bersyukur lah, toh diawalnya juga ga ada program ngasih makan.. kalau bisa budayakan jangan biarkan anak kebanyakan jajan, orang tua kasih aja bekal nasi sama lauk ga perlu yang mahal, tahu tempe juga bergiji. Buah cukup yang ada dan murah seperti pisang dll ... Murah , hemat , bergizi ... Bergizi itu ga harus mahal ..",@Jayden_167,2024-12-01T00:46:34Z,6
"Jangan gitu, program ini pake duit rakyat. Duit kita. Bukan pake duit pribadi Prabowo. Kalo pake duit pribadi dia baru dah bersyukur aja😂",@burnok_,2024-12-01T04:40:52Z,1
Ayam nya ayam bagian apa.,@cahbagusofficial5708,2024-12-01T05:22:15Z,0
mungkin dapatnya ayam goreng tiren + lalap sayuran busuk ya bang,@Ainkheavymetal,2024-12-01T05:33:22Z,1
"@Ainkheavymetal  nah itu dia. sama dg apa yg saya fikirkan. Sekarang mau hati hati loh harga murah, bnyak yang menghalalkan segala cara demi meraup keuntungan.",@cahbagusofficial5708,2024-12-01T05:40:53Z,1
"@@cahbagusofficial5708 paha , dada , sayap",@Jayden_167,2024-12-01T05:46:49Z,0
"Anak2 mah mkn nasix sedikit , laukx sedikit2 , g seperti porsi dewasa",@IlinPurnamasari-ey5gs,2024-12-01T00:42:52Z,0
